Pos,Name,Number,Rating,Ranking,Height,Weight,Age,Birthday,Exp.,Drafted,Draft Round,Draft Pick,College,Merge Name,Team,Year
WR,Mike Williams,81,78,#85 WR,"6'4""",218,25,10/3/94,4,2017,1,7,Clemson,M.Williams,Los Angeles Chargers,2019
WR,Jason Moore,89,74,#160 WR,"6'2""",208,25,6/22/95,2,2019,,,Findlay,J.Moore,Los Angeles Chargers,2019
WR,Jalen Guyton,8,73,#192 WR,"6'1""",208,23,6/6/97,1,2019,,,North Texas,J.Guyton,Los Angeles Chargers,2019
WR,Tyron Johnson,3,71,#269 WR,"6'1""",181,24,1/7/96,1,2019,,,Oklahoma State,T.Johnson,Los Angeles Chargers,2019
WR,Joe Reed,12,67,#556 WR,"6'0""",224,,,0,2020,5,151,Virginia,J.Reed,Los Angeles Chargers,2019
WR,Andre Patton,15,67,#556 WR,"6'2""",206,26,5/27/94,2,2017,,,Rutgers,A.Patton,Los Angeles Chargers,2019
WR,Dalton Schoen,6,67,#556 WR,"6'1""",207,23,10/12/96,0,2020,,,,D.Schoen,Los Angeles Chargers,2019
WR,Jeff Cotton,8,67,#556 WR,"6'2""",206,,,0,2020,,,,J.Cotton,Los Angeles Chargers,2019
WR,Darius Jennings,11,67,#556 WR,"5'11""",175,27,6/27/92,4,2015,,,Virginia,D.Jennings,Los Angeles Chargers,2019
TE,Hunter Henry,86,87,#10 TE,"6'5""",250,25,12/6/94,5,2016,2,35,Arkansas,H.Henry,Los Angeles Chargers,2019
TE,Donald Parham,48,77,#57 TE,"6'8""",243,22,8/15/97,0,2019,,,Stetson,D.Parham,Los Angeles Chargers,2019
TE,Virgil Green,88,75,#80 TE,"6'3""",249,31,7/20/88,10,2011,7,204,Nevada,V.Green,Los Angeles Chargers,2019
TE,Andrew Vollert,87,69,#174 TE,"6'5""",239,25,3/14/95,2,2018,,,Weber State,A.Vollert,Los Angeles Chargers,2019
TE,Jared Rice,,67,#282 TE,"6'4""",240,,,0,2020,,,Fresno State,J.Rice,Los Angeles Chargers,2019
TE,Stephen Anderson,82,67,#282 TE,"6'2""",215,27,1/29/93,3,2016,,,California,S.Anderson,Los Angeles Chargers,2019
C,Mike Pouncey,53,76,#20 C,"6'5""",303,30,7/23/89,10,2011,1,15,Florida,M.Pouncey,Los Angeles Chargers,2019
C,Scott Quessenberry,61,67,#91 C,"6'4""",310,25,3/22/95,3,2018,5,155,UCLA,S.Quessenberry,Los Angeles Chargers,2019
OG,Trai Turner,70,81,#21 OG,"6'3""",310,27,6/13/93,7,2014,3,92,LSU,T.Turner,Los Angeles Chargers,2019
OG,Dan Feeney,66,69,#77 OG,"6'4""",304,26,5/28/94,4,2017,3,71,Indiana,D.Feeney,Los Angeles Chargers,2019
OG,Nathan Gilliam,63,67,#112 OG,"6'4""",302,22,7/5/97,0,2020,,,,N.Gilliam,Los Angeles Chargers,2019
OG,Josh Dunlop,62,67,#112 OG,"6'7""",315,,,0,2020,,,,J.Dunlop,Los Angeles Chargers,2019
OG,Sam Tevi,69,67,#112 OG,"6'5""",312,25,11/14/94,4,2017,6,190,Utah,S.Tevi,Los Angeles Chargers,2019
OG,Forrest Lamp,77,67,#112 OG,"6'4""",309,26,2/19/94,4,2017,2,38,Western Kentucky,F.Lamp,Los Angeles Chargers,2019
OT,Bryan Bulaga,75,91,#4 OT,"6'5""",314,31,3/20/89,11,2010,1,23,Iowa,B.Bulaga,Los Angeles Chargers,2019
OT,Trey Pipkins,79,71,#109 OT,"6'6""",309,23,9/4/96,2,2019,3,91,Sioux Falls,T.Pipkins,Los Angeles Chargers,2019
OT,Tyree St. Louis,70,70,#127 OT,"6'5""",323,22,8/4/97,1,2019,,,Miami (Fla.),T.St.,Los Angeles Chargers,2019
OT,Storm Norton,74,69,#146 OT,"6'8""",308,26,5/15/94,2,2017,,,Toledo,S.Norton,Los Angeles Chargers,2019
OT,Trenton Scott,78,68,#177 OT,"6'5""",320,26,1/24/94,3,2018,,,,T.Scott,Los Angeles Chargers,2019
OT,Ryan Roberts,67,67,#226 OT,"6'6""",300,,,0,2020,,,,R.Roberts,Los Angeles Chargers,2019
OT,Cole Toner,64,67,#226 OT,"6'5""",306,26,3/12/94,3,2016,5,170,Harvard,C.Toner,Los Angeles Chargers,2019
DT,Linval Joseph,95,87,#9 DT,"6'4""",323,31,10/9/88,11,2010,2,46,East Carolina,L.Joseph,Los Angeles Chargers,2019
DT,PJ Johnson,94,77,#39 DT,"6'5""",305,24,6/13/96,1,2019,7,229,Arizona,P.Johnson,Los Angeles Chargers,2019
DT,Cortez Broughton,91,71,#134 DT,"6'2""",291,23,9/1/96,2,2019,7,242,Cincinnati,C.Broughton,Los Angeles Chargers,2019
DT,Jerry Tillery,99,68,#201 DT,"6'6""",295,23,10/7/96,2,2019,1,28,Notre Dame,J.Tillery,Los Angeles Chargers,2019
DT,Breiden Fehoko,68,67,#233 DT,"6'2""",306,23,10/14/96,0,2020,,,,B.Fehoko,Los Angeles Chargers,2019
DT,Justin Jones,93,67,#233 DT,"6'2""",309,23,8/27/96,3,2018,3,84,North Carolina State,J.Jones,Los Angeles Chargers,2019
DE,Joey Bosa,97,92,#5 DE,"6'5""",269,24,7/10/95,5,2016,1,3,Ohio State,J.Bosa,Los Angeles Chargers,2019
DE,Isaac Rochell,98,68,#210 DE,"6'4""",282,25,4/21/95,3,2017,7,225,Notre Dame,I.Rochell,Los Angeles Chargers,2019
DE,Joe Gaziano,92,67,#271 DE,"6'4""",281,,,0,2020,,,,J.Gaziano,Los Angeles Chargers,2019
LB,Melvin Ingram,54,89,#11 LB,"6'1""",265,31,4/25/89,9,2012,1,18,South Carolina,M.Ingram,Los Angeles Chargers,2019
LB,Uchenna Nwosu,42,77,#86 LB,"6'2""",251,23,12/27/96,3,2018,2,48,USC,U.Nwosu,Los Angeles Chargers,2019
LB,Emeke Egbule,51,76,#116 LB,"6'2""",245,23,10/12/96,2,2019,6,200,Houston,E.Egbule,Los Angeles Chargers,2019
LB,Denzel Perryman,52,75,#138 LB,"5'11""",236,26,12/4/93,6,2015,2,48,Miami (Fla.),D.Perryman,Los Angeles Chargers,2019
LB,Nick Vigil,59,72,#202 LB,"6'2""",239,26,8/19/93,5,2016,3,87,Utah State,N.Vigil,Los Angeles Chargers,2019
LB,Drue Tranquill,49,72,#202 LB,"6'2""",234,24,8/14/95,2,2019,4,130,Notre Dame,D.Tranquill,Los Angeles Chargers,2019
LB,Cole Christiansen,50,67,#478 LB,"6'1""",230,,,0,2020,,,Army,C.Christiansen,Los Angeles Chargers,2019
LB,K.J. Hill,,67,#478 LB,"6'3""",254,20,7/24/99,0,2020,1,20,Ohio State,K.Hill,Los Angeles Chargers,2019
LB,Asmar Bilal,57,67,#478 LB,"6'2""",225,,,0,2020,,,,A.Bilal,Los Angeles Chargers,2019
LB,Malik Jefferson,46,67,#478 LB,"6'2""",236,23,11/14/96,3,2018,3,78,Texas,M.Jefferson,Los Angeles Chargers,2019
LB,Jessie Lemonier,90,67,#478 LB,"6'2""",237,,,0,2020,,,,J.Lemonier,Los Angeles Chargers,2019
LB,Kenneth Murray,56,67,#478 LB,"6'2""",241,21,11/15/98,0,2020,1,23,Oklahoma,K.Murray,Los Angeles Chargers,2019
CB,Chris Harris,25,90,#5 CB,"5'10""",190,31,6/17/89,9,2011,,,Kansas,C.Harris,Los Angeles Chargers,2019
CB,Casey Hayward,26,88,#13 CB,"5'11""",192,30,9/8/89,9,2012,2,62,Vanderbilt,C.Hayward,Los Angeles Chargers,2019
CB,Desmond King,20,85,#24 CB,"5'10""",206,25,12/13/94,4,2017,5,151,Iowa,D.King,Los Angeles Chargers,2019
CB,Michael Davis,43,70,#220 CB,"6'2""",187,25,1/5/95,4,2017,,,Brigham Young,M.Davis,Los Angeles Chargers,2019
CB,Brandon Facyson,28,68,#302 CB,"6'1""",203,25,9/7/94,3,2018,,,Virginia Tech,B.Facyson,Los Angeles Chargers,2019
CB,Tevaughn Campbell,37,68,#302 CB,"6'0""",195,27,6/13/93,1,2019,,,Regina (Canada),T.Campbell,Los Angeles Chargers,2019
CB,Quenton Meeks,29,67,#386 CB,"6'1""",209,24,6/19/96,2,2018,,,Stanford,Q.Meeks,Los Angeles Chargers,2019
CB,John Brannon,38,67,#386 CB,"6'2""",195,,,0,2020,,,Western Carolina,J.Brannon,Los Angeles Chargers,2019
CB,Donte Vaughn,39,67,#386 CB,"6'3""",212,,,0,2020,,,,D.Vaughn,Los Angeles Chargers,2019
SS,Derwin James,33,89,#4 SS,"6'2""",215,23,8/2/96,3,2018,1,17,Florida State,D.James,Los Angeles Chargers,2019
SS,Roderic Teamer Jr.,36,68,#115 SS,"5'11""",205,23,5/11/97,2,2019,,,Tulane,R.Teamer,Los Angeles Chargers,2019
SS,Romeo Finley,,67,#141 SS,"6'0""",217,,,0,2020,,,Miami,R.Finley,Los Angeles Chargers,2019
SS,Alohi Gilman,32,67,#141 SS,"5'10""",201,,,0,2020,6,186,Notre Dame,A.Gilman,Los Angeles Chargers,2019
SS,Kyzir White,44,67,#141 SS,"6'2""",218,24,3/23/96,3,2018,4,119,West Virginia,K.White,Los Angeles Chargers,2019
FS,Rayshawn Jenkins,23,71,#78 FS,"6'1""",214,26,1/24/94,4,2017,4,113,Miami (Fla.),R.Jenkins,Los Angeles Chargers,2019
FS,Nasir Adderley,24,68,#115 FS,"6'0""",206,23,5/30/97,2,2019,2,60,Delaware,N.Adderley,Los Angeles Chargers,2019
LS,Cole Mazza,45,,,"6'1""",236,25,2/13/95,2,2019,,,Alabama,C.Mazza,Los Angeles Chargers,2019
P,Ty Long,1,68,#60 P,"6'2""",205,27,4/5/93,2,2015,,,Alabama-Birmingham,T.Long,Los Angeles Chargers,2019
PK,Michael Badgley,4,73,#38 PK,"5'10""",186,24,7/27/95,3,2018,,,Miami (Fla.),M.Badgley,Los Angeles Chargers,2019
QB,Philip Rivers,17,87,#3 QB,"6'5""",228,38,12/7/81,16th season,2004,1,4,North Carolina State,P.Rivers,Los Angeles Chargers,2018
QB,Tyrod Taylor,5,81,#58 QB,"6'1""",215,30,8/2/89,9th season,2011,6,180,Virginia Tech,T.Taylor,Los Angeles Chargers,2018
QB,Easton Stick,2,73,#39 QB,"6'1""",224,24,9/14/95,1st season,2019,5,166,North Dakota State,E.Stick,Los Angeles Chargers,2018
RB,Melvin Gordon,25,90,,"6'1""",215,27,4/12/93,5th season,2015,1,15,Wisconsin,M.Gordon,Los Angeles Chargers,2018
RB,Austin Ekeler,30,81,#34 RB,"5'9""",191,25,5/16/95,3rd season,2017,,,Western State (Colo.),A.Ekeler,Los Angeles Chargers,2018
RB,Justin Jackson,22,71,#68 RB,"6'0""",199,24,4/21/96,2nd season,2018,7,251,Northwestern,J.Jackson,Los Angeles Chargers,2018
RB,Troymaine Pope,35,66,#116 RB,"5'7""",205,26,11/29/93,2nd season,2016,,,Jacksonville State,T.Pope,Los Angeles Chargers,2018
FB,Derek Watt,34,66,#13 FB,"6'2""",234,27,11/6/92,4th season,2016,6,198,Wisconsin,D.Watt,Los Angeles Chargers,2018
WR,Keenan Allen,13,92,#5 WR,"6'2""",206,28,4/26/92,7th season,2013,3,76,California,K.Allen,Los Angeles Chargers,2018
WR,Travis Benjamin,12,83,#62 WR,"5'10""",175,30,12/28/89,8th season,2012,4,100,Miami,T.Benjamin,Los Angeles Chargers,2018
WR,Mike Williams,81,79,#34 WR,"6'4""",218,25,10/3/94,3rd season,2017,1,7,Clemson,M.Williams,Los Angeles Chargers,2018
WR,Jason Moore,89,74,,"6'2""",208,25,6/22/95,1st season,2019,,,Findlay,J.Moore,Los Angeles Chargers,2018
WR,Jalen Guyton,8,73,,"6'1""",208,23,6/6/97,Rookie,2019,,,North Texas,J.Guyton,Los Angeles Chargers,2018
WR,Dylan Cantrell,84,69,#184 WR,"6'3""",226,25,6/29/94,1st season,2018,6,191,Texas Tech,D.Cantrell,Los Angeles Chargers,2018
WR,Andre Patton,15,67,,"6'2""",206,26,5/27/94,1st season,2017,,,Rutgers,A.Patton,Los Angeles Chargers,2018
WR,Geremy Davis,11,64,#197 WR,"6'2""",216,28,1/9/92,5th season,2015,6,186,UConn,G.Davis,Los Angeles Chargers,2018
TE,Hunter Henry,86,88,#8 TE,"6'5""",250,25,12/6/94,4th season,2016,2,35,Arkansas,H.Henry,Los Angeles Chargers,2018
TE,Lance Kendricks,87,78,#32 TE,"6'3""",243,32,1/30/88,9th season,2011,2,47,Wisconsin,L.Kendricks,Los Angeles Chargers,2018
TE,Virgil Green,88,76,#44 TE,"6'3""",249,31,7/20/88,9th season,2011,7,204,Nevada,V.Green,Los Angeles Chargers,2018
TE,Stephen Anderson,82,71,,"6'2""",215,27,1/29/93,2nd season,2016,,,California,S.Anderson,Los Angeles Chargers,2018
TE,Ben Johnson,41,69,#87 TE,"6'3""",245,25,7/28/94,Rookie,2018,,,,B.Johnson,Los Angeles Chargers,2018
TE,Sean Culkin,80,68,#115 TE,"6'5""",250,27,6/11/93,3rd season,2017,,,Missouri,S.Culkin,Los Angeles Chargers,2018
C,Mike Pouncey,53,75,#8 C,"6'5""",303,30,7/23/89,9th season,2011,1,15,Florida,M.Pouncey,Los Angeles Chargers,2018
C,Scott Quessenberry,61,65,#53 C,"6'4""",310,25,3/22/95,2nd season,2018,5,155,UCLA,S.Quessenberry,Los Angeles Chargers,2018
OG,Forrest Lamp,77,78,#75 OG,"6'4""",309,26,2/19/94,3rd season,2017,2,38,Western Kentucky,F.Lamp,Los Angeles Chargers,2018
OG,Dan Feeney,66,74,#30 OG,"6'4""",304,26,5/28/94,3rd season,2017,3,71,Indiana,D.Feeney,Los Angeles Chargers,2018
OG,Ryan Groy,72,69,,"6'5""",316,29,9/30/90,6th season,2014,,,Wisconsin,R.Groy,Los Angeles Chargers,2018
OG,Michael Schofield,75,63,#55 OG,"6'6""",301,29,11/14/90,6th season,2014,3,95,Michigan,M.Schofield,Los Angeles Chargers,2018
OT,Russell Okung,76,80,,"6'5""",310,32,10/6/87,10th season,2010,1,6,Oklahoma State,R.Okung,Los Angeles Chargers,2018
OT,Trey Pipkins,79,71,#77 OT,"6'6""",309,23,9/4/96,1st season,2019,3,91,Sioux Falls,T.Pipkins,Los Angeles Chargers,2018
OT,Spencer Drango,74,68,,"6'6""",315,27,10/15/92,3rd season,2016,5,168,Baylor,S.Drango,Los Angeles Chargers,2018
OT,Brant Weiss,67,66,#112 OT,"6'6""",297,25,6/8/95,Rookie,2018,,,Toledo,B.Weiss,Los Angeles Chargers,2018
OT,Sam Tevi,69,63,#116 OT,"6'5""",312,25,11/14/94,3rd season,2017,6,190,Utah,S.Tevi,Los Angeles Chargers,2018
OT,Trenton Scott,78,61,#96 OT,"6'5""",320,26,1/24/94,2nd season,2018,,,,T.Scott,Los Angeles Chargers,2018
NT,Brandon Mebane,92,77,#26 NT,"6'1""",311,35,1/15/85,13th season,2007,3,85,California,B.Mebane,Los Angeles Chargers,2018
NT,Damion Square,71,69,#36 NT,"6'2""",293,31,2/6/89,7th season,2013,,,Alabama,D.Square,Los Angeles Chargers,2018
DT,Jerry Tillery,99,76,#32 DT,"6'6""",295,23,10/7/96,1st season,2019,1,28,Notre Dame,J.Tillery,Los Angeles Chargers,2018
DT,Sylvester Williams,96,75,,"6'3""",313,31,11/21/88,7th season,2013,1,28,North Carolina,S.Williams,Los Angeles Chargers,2018
DT,Cortez Broughton,91,71,#59 DT,"6'2""",291,23,9/1/96,1st season,2019,7,242,Cincinnati,C.Broughton,Los Angeles Chargers,2018
DT,Justin Jones,93,69,#73 DT,"6'2""",309,23,8/27/96,2nd season,2018,3,84,North Carolina State,J.Jones,Los Angeles Chargers,2018
DE,Joey Bosa,97,90,#11 DE,"6'5""",269,24,7/10/95,4th season,2016,1,3,Ohio State,J.Bosa,Los Angeles Chargers,2018
DE,Melvin Ingram,54,90,#6 DE,"6'1""",265,31,4/25/89,8th season,2012,1,18,South Carolina,M.Ingram,Los Angeles Chargers,2018
DE,Isaac Rochell,98,71,#105 DE,"6'4""",282,25,4/21/95,2nd season,2017,7,225,Notre Dame,I.Rochell,Los Angeles Chargers,2018
LB,Thomas Davis,58,83,#21 LB,"6'1""",240,37,3/21/83,15th season,2005,1,14,Georgia,T.Davis,Los Angeles Chargers,2018
LB,Denzel Perryman,52,78,#48 LB,"5'11""",236,26,12/4/93,5th season,2015,2,48,Miami (Fla.),D.Perryman,Los Angeles Chargers,2018
LB,Jatavis Brown,57,77,#66 LB,"6'0""",219,26,2/17/94,4th season,2016,5,175,Akron,J.Brown,Los Angeles Chargers,2018
LB,Emeke Egbule,51,76,#52 LB,"6'2""",245,23,10/12/96,1st season,2019,6,200,Houston,E.Egbule,Los Angeles Chargers,2018
LB,Uchenna Nwosu,42,73,#48 LB,"6'2""",251,23,12/27/96,2nd season,2018,2,48,USC,U.Nwosu,Los Angeles Chargers,2018
LB,Drue Tranquill,49,72,#55 LB,"6'2""",234,24,8/14/95,1st season,2019,4,130,Notre Dame,D.Tranquill,Los Angeles Chargers,2018
LB,Kyzir White,44,69,#128 LB,"6'2""",218,24,3/23/96,2nd season,2018,4,119,West Virginia,K.White,Los Angeles Chargers,2018
LB,Nick Dzubnar,48,63,#103 LB,"6'2""",240,28,8/14/91,5th season,2015,,,Cal Poly,N.Dzubnar,Los Angeles Chargers,2018
CB,Casey Hayward,26,91,#7 CB,"5'11""",192,30,9/8/89,8th season,2012,2,62,Vanderbilt,C.Hayward,Los Angeles Chargers,2018
CB,Desmond King,20,81,#24 CB,"5'10""",206,25,12/13/94,3rd season,2017,5,151,Iowa,D.King,Los Angeles Chargers,2018
CB,Tevaughn Campbell,37,67,,"6'0""",195,27,6/13/93,Rookie,2019,,,Regina (Canada),T.Campbell,Los Angeles Chargers,2018
CB,Michael Davis,43,67,#137 CB,"6'2""",187,25,1/5/95,3rd season,2017,,,Brigham Young,M.Davis,Los Angeles Chargers,2018
CB,Brandon Facyson,28,65,#161 CB,"6'1""",203,25,9/7/94,2nd season,2018,,,Virginia Tech,B.Facyson,Los Angeles Chargers,2018
SS,Derwin James,33,80,,"6'2""",215,23,8/2/96,2nd season,2018,1,17,Florida State,D.James,Los Angeles Chargers,2018
SS,Adrian Phillips,31,74,#21 SS,"5'11""",201,28,3/27/92,5th season,2014,,,Texas,A.Phillips,Los Angeles Chargers,2018
SS,Roderic Teamer Jr.,36,67,,"5'11""",205,23,5/11/97,1st season,2019,,,Tulane,R.Teamer,Los Angeles Chargers,2018
SS,Shalom Luani,24,66,,"6'0""",195,25,8/4/94,2nd season,2017,7,221,Washington State,S.Luani,Los Angeles Chargers,2018
FS,Jaylen Watkins,27,76,#50 FS,"5'11""",194,27,11/26/92,5th season,2014,4,101,Florida,J.Watkins,Los Angeles Chargers,2018
FS,Nasir Adderley,32,70,#54 FS,"6'0""",206,23,5/30/97,1st season,2019,2,60,Delaware,N.Adderley,Los Angeles Chargers,2018
FS,Rayshawn Jenkins,23,68,#57 FS,"6'1""",214,26,1/24/94,3rd season,2017,4,113,Miami (Fla.),R.Jenkins,Los Angeles Chargers,2018
LS,Cole Mazza,45,71,#2 LS,"6'1""",236,25,2/13/95,1st season,2019,,,Alabama,C.Mazza,Los Angeles Chargers,2018
LS,Matt Overton,45,63,,"6'0""",248,34,7/6/85,7th season,2010,,,Western Washington,M.Overton,Los Angeles Chargers,2018
K,Michael Badgley,4,72,#30 K,"5'10""",186,24,7/27/95,2nd season,2018,,,Miami (Fla.),M.Badgley,Los Angeles Chargers,2018
K,Ty Long,1,67,,"6'2""",205,27,4/5/93,1st season,2015,,,Alabama-Birmingham,T.Long,Los Angeles Chargers,2018
QB,Philip Rivers,17,84,#11 QB,"6'5""",228,38,12/7/81,15th season,2004,1,4,North Carolina State,P.Rivers,Los Angeles Chargers,2017
QB,Geno Smith,3,72,#82 QB,"6'2""",218,29,10/10/90,6th season,2013,2,39,West Virginia,G.Smith,Los Angeles Chargers,2017
RB,Melvin Gordon,28,87,#13 RB,"6'1""",215,27,4/12/93,4th season,2015,1,15,Wisconsin,M.Gordon,Los Angeles Chargers,2017
RB,Austin Ekeler,30,80,#36 RB,"5'9""",191,25,5/16/95,2nd season,2017,,,Western State (Colo.),A.Ekeler,Los Angeles Chargers,2017
RB,Justin Jackson,32,75,#127 RB,"6'0""",199,24,4/21/96,1st season,2018,7,251,Northwestern,J.Jackson,Los Angeles Chargers,2017
RB,BenJarvus Green-Ellis,42,67,#1 RB,"5'11""",224,34,7/2/85,4th season,2008,,,Mississippi,B.Green-Ellis,Los Angeles Chargers,2017
RB,Detrez Newsome,38,66,#132 RB,"5'10""",210,26,3/6/94,Rookie,2018,,,,D.Newsome,Los Angeles Chargers,2017
RB,Troymaine Pope,35,65,#130 RB,"5'7""",205,26,11/29/93,1st season,2016,,,Jacksonville State,T.Pope,Los Angeles Chargers,2017
FB,Derek Watt,34,61,#17 FB,"6'2""",234,27,11/6/92,3rd season,2016,6,198,Wisconsin,D.Watt,Los Angeles Chargers,2017
WR,Keenan Allen,13,89,#6 WR,"6'2""",206,28,4/26/92,6th season,2013,3,76,California,K.Allen,Los Angeles Chargers,2017
WR,Travis Benjamin,12,80,#60 WR,"5'10""",175,30,12/28/89,7th season,2012,4,100,Miami,T.Benjamin,Los Angeles Chargers,2017
WR,Tyrell Williams,16,80,#34 WR,"6'4""",200,28,2/11/92,4th season,2015,,,Western Oregon,T.Williams,Los Angeles Chargers,2017
WR,Mike Williams,81,79,#58 WR,"6'4""",218,25,10/3/94,2nd season,2017,1,7,Clemson,M.Williams,Los Angeles Chargers,2017
WR,Dylan Cantrell,84,66,#207 WR,"6'3""",226,25,6/29/94,Rookie,2018,6,191,Texas Tech,D.Cantrell,Los Angeles Chargers,2017
WR,Geremy Davis,11,64,#243 WR,"6'2""",216,28,1/9/92,4th season,2015,6,186,UConn,G.Davis,Los Angeles Chargers,2017
TE,Antonio Gates,85,87,#16 TE,"6'4""",260,40,6/18/80,15th season,2003,,,Kent State,A.Gates,Los Angeles Chargers,2017
TE,Virgil Green,88,81,#62 TE,"6'3""",249,31,7/20/88,8th season,2011,7,204,Nevada,V.Green,Los Angeles Chargers,2017
TE,Sean Culkin,80,60,#131 TE,"6'5""",250,27,6/11/93,2nd season,2017,,,Missouri,S.Culkin,Los Angeles Chargers,2017
C,Mike Pouncey,53,77,#15 C,"6'5""",303,30,7/23/89,8th season,2011,1,15,Florida,M.Pouncey,Los Angeles Chargers,2017
C,Scott Quessenberry,61,65,#59 C,"6'4""",310,25,3/22/95,1st season,2018,5,155,UCLA,S.Quessenberry,Los Angeles Chargers,2017
C,Cole Toner,64,65,#64 C,"6'5""",306,26,3/12/94,1st season,2016,5,170,Harvard,C.Toner,Los Angeles Chargers,2017
OG,Forrest Lamp,77,79,#27 OG,"6'4""",309,26,2/19/94,2nd season,2017,2,38,Western Kentucky,F.Lamp,Los Angeles Chargers,2017
OG,Dan Feeney,66,76,#60 OG,"6'4""",304,26,5/28/94,2nd season,2017,3,71,Indiana,D.Feeney,Los Angeles Chargers,2017
OG,Michael Schofield,75,72,#46 OG,"6'6""",301,29,11/14/90,5th season,2014,3,95,Michigan,M.Schofield,Los Angeles Chargers,2017
OT,Russell Okung,76,73,#38 OT,"6'5""",310,32,10/6/87,9th season,2010,1,6,Oklahoma State,R.Okung,Los Angeles Chargers,2017
OT,Trenton Scott,68,68,#106 OT,"6'5""",320,26,1/24/94,1st season,2018,,,,T.Scott,Los Angeles Chargers,2017
OT,Zachary Crabtree,60,67,#98 OT,"6'6""",318,25,9/16/94,-1th season,2018,,,Oklahoma State,Z.Crabtree,Los Angeles Chargers,2017
OT,Tyler Polumbus,76,67,#97 OT,"6'7""",300,35,4/10/85,5th season,2008,,,Colorado,T.Polumbus,Los Angeles Chargers,2017
OT,Sam Tevi,69,66,#128 OT,"6'5""",312,25,11/14/94,2nd season,2017,6,190,Utah,S.Tevi,Los Angeles Chargers,2017
NT,Brandon Mebane,92,82,#11 NT,"6'1""",311,35,1/15/85,12th season,2007,3,85,California,B.Mebane,Los Angeles Chargers,2017
NT,Damion Square,71,69,#29 NT,"6'2""",293,31,2/6/89,6th season,2013,,,Alabama,D.Square,Los Angeles Chargers,2017
DT,Corey Liuget,94,80,#11 DT,"6'2""",300,30,12/11/89,8th season,2011,1,18,Illinois,C.Liuget,Los Angeles Chargers,2017
DT,Ty McGill,95,73,#51 DT,"6'1""",293,27,11/23/92,3rd season,2015,,,NC State,T.McGill,Los Angeles Chargers,2017
DT,Darius Philon,93,66,#78 DT,"6'1""",298,26,1/22/94,3rd season,2015,6,192,Arkansas,D.Philon,Los Angeles Chargers,2017
DT,Justin Jones,91,65,#95 DT,"6'2""",309,23,8/27/96,1st season,2018,3,84,North Carolina State,J.Jones,Los Angeles Chargers,2017
DE,Melvin Ingram,54,89,#12 DE,"6'1""",265,31,4/25/89,7th season,2012,1,18,South Carolina,M.Ingram,Los Angeles Chargers,2017
DE,Joey Bosa,99,88,#7 DE,"6'5""",269,24,7/10/95,3rd season,2016,1,3,Ohio State,J.Bosa,Los Angeles Chargers,2017
DE,Isaac Rochell,98,68,#105 DE,"6'4""",282,25,4/21/95,1st season,2017,7,225,Notre Dame,I.Rochell,Los Angeles Chargers,2017
DE,Chris Landrum,46,57,#162 DE,"6'3""",260,27,9/13/92,3rd season,2016,,,Jacksonville State,C.Landrum,Los Angeles Chargers,2017
LB,Jatavis Brown,57,80,#41 LB,"6'0""",219,26,2/17/94,3rd season,2016,5,175,Akron,J.Brown,Los Angeles Chargers,2017
LB,Denzel Perryman,52,76,#33 LB,"5'11""",236,26,12/4/93,4th season,2015,2,48,Miami (Fla.),D.Perryman,Los Angeles Chargers,2017
LB,Uchenna Nwosu,42,76,#82 LB,"6'2""",251,23,12/27/96,1st season,2018,2,48,USC,U.Nwosu,Los Angeles Chargers,2017
LB,Kyle Emanuel,51,74,#46 LB,"6'3""",251,28,8/16/91,3rd season,2015,5,153,North Dakota State,K.Emanuel,Los Angeles Chargers,2017
LB,Tre'Von Johnson,50,67,#75 LB,"6'0""",228,25,2/10/95,-1th season,2017,,,Weber State,T.Johnson,Los Angeles Chargers,2017
LB,Hayes Pullard,50,67,#52 LB,"6'0""",240,28,4/18/92,3rd season,2015,7,218,USC,H.Pullard,Los Angeles Chargers,2017
LB,Kyle Wilson,56,67,#72 LB,"6'0""",231,24,11/2/95,-1th season,2018,,,Arkansas State,K.Wilson,Los Angeles Chargers,2017
LB,Kyzir White,44,66,#128 LB,"6'2""",218,24,3/23/96,1st season,2018,4,119,West Virginia,K.White,Los Angeles Chargers,2017
LB,Nick Dzubnar,48,62,#104 LB,"6'2""",240,28,8/14/91,4th season,2015,,,Cal Poly,N.Dzubnar,Los Angeles Chargers,2017
CB,Casey Hayward,26,86,#3 CB,"5'11""",192,30,9/8/89,7th season,2012,2,62,Vanderbilt,C.Hayward,Los Angeles Chargers,2017
CB,Michael Davis,43,70,#115 CB,"6'2""",187,25,1/5/95,2nd season,2017,,,Brigham Young,M.Davis,Los Angeles Chargers,2017
CB,Brandon Facyson,36,68,#149 CB,"6'1""",203,25,9/7/94,1st season,2018,,,Virginia Tech,B.Facyson,Los Angeles Chargers,2017
CB,Desmond King,20,67,#54 CB,"5'10""",206,25,12/13/94,2nd season,2017,5,151,Iowa,D.King,Los Angeles Chargers,2017
CB,Jeff Richards,29,67,#140 CB,"6'2""",210,29,1/3/91,Rookie,2017,,,Emporia State,J.Richards,Los Angeles Chargers,2017
CB,Trevor Williams,24,66,#41 CB,"6'0""",195,26,9/14/93,3rd season,2016,,,Penn State,T.Williams,Los Angeles Chargers,2017
SS,Adrian Phillips,31,67,#49 SS,"5'11""",201,28,3/27/92,4th season,2014,,,Texas,A.Phillips,Los Angeles Chargers,2017
